('houston', 0.14697408781305385)
('enfrent', 0.1464797668953788)
('tener', 0.1459293078967546)
('sed', 0.14567913668701624)
('uso', 0.1449018418751185)
('privatiz', 0.144682048854902)
('forma', 0.1445996420793443)
('mayor', 0.14409629794252382)
('exterior', 0.14408969219211767)
('apuntal', 0.1440046082211958)
('arzobispal', 0.1440046082211958)
('atrasad', 0.1440046082211958)
('cayeran', 0.1440046082211958)
('certific', 0.1440046082211958)
('conformación', 0.1440046082211958)
('consolidación', 0.1440046082211958)
('cotic', 0.1440046082211958)
('dependiente', 0.1440046082211958)
('desempleada', 0.1440046082211958)
('deseo', 0.1440046082211958)
('deton', 0.1440046082211958)
('dispuest', 0.1440046082211958)
('factoría', 0.1440046082211958)
('fesebes', 0.1440046082211958)
('flexibilidad', 0.1440046082211958)
('incumplimiento', 0.1440046082211958)
('inscritas', 0.1440046082211958)
('interbancarias', 0.1440046082211958)
('intern', 0.1440046082211958)
('lesivas', 0.1440046082211958)
('norteamérica', 0.1440046082211958)
('poc', 0.1440046082211958)
('prest', 0.1440046082211958)
('redobl', 0.1440046082211958)
('region', 0.1440046082211958)
('socioeconómic', 0.1440046082211958)
('viaje', 0.1440046082211958)
('vialidad', 0.1440046082211958)
('materia', 0.14369220262880178)
('conveniencia', 0.1428751428752143)
('inverlat', 0.1428751428752143)
('restring', 0.1428751428752143)
('manifest', 0.14281253949147518)
('mejor', 0.14242920957597852)
('cada', 0.14241835644358913)
('evolucion', 0.1419904585617662)
('metropolitan', 0.1419904585617662)
('peniche', 0.1419904585617662)
('isla', 0.14149998919097348)
('bancomer', 0.1414258819379439)
('unión', 0.1414144299858673)
('momento', 0.14127872245796547)
('gran', 0.14091378672411775)
('afili', 0.13970013970020956)
('drenaje', 0.13963981453914123)
('pronto', 0.13955847253041037)
('dej', 0.13954340474936544)
('latinoamericana', 0.13912166872805048)
('adviert', 0.13900683447923948)
('punta', 0.13883861315765336)
('respond', 0.13854559309111691)
('cualquier', 0.13797661494548216)
('todas', 0.13775097846589401)
('dirig', 0.13760116767827066)
('alrededor', 0.1375401607288396)
('posición', 0.13741458973797513)
('realidad', 0.13726999711947668)
('fondo', 0.13702575966080618)
('santander', 0.1368212025095057)
('hidalgo', 0.13681435006497378)
('arzobispo', 0.1367693675386667)
('público', 0.13674913987198228)
('ciento', 0.1363152023755672)
('autoridad', 0.13627035447095628)
('natural', 0.13627035447095628)
('frontera', 0.13607156464306125)
('proceso', 0.13590172966732672)
('amistad', 0.13576884666042613)
('consulado', 0.13576884666042613)
('formación', 0.13576884666042613)
('león', 0.13576884666042613)
('opcion', 0.13576884666042613)
('proveedores', 0.13576884666042613)
('reportar', 0.13576884666042613)
('exist', 0.13576093080194288)
('primado', 0.13571149973214003)
('reestructur', 0.13571149973214003)
('desarroll', 0.1356887706601483)
('menos', 0.13560415630801625)
('desmantel', 0.13538259026847058)
('nueva', 0.13520731874355932)
('estatal', 0.1351371093951283)
('titular', 0.13502340778796648)
('compet', 0.13470397652008118)
('sección', 0.13470397652008118)
('federal', 0.13400813998293443)
('general', 0.13374353617497658)
('bolsa', 0.1334755724539678)
('cre', 0.13333775989046404)
('debe', 0.13285943588733573)
('capital', 0.13256413829745725)
('sino', 0.1324324928928612)
('claridad', 0.13240678533309402)
('deriv', 0.13240678533309402)
('indic', 0.13215783136064363)
('abastec', 0.1320042242027628)
('puntualiz', 0.1320042242027628)
('rumbo', 0.1320042242027628)
('viendo', 0.1320042242027628)
('sobreexplotación', 0.13198240351921794)
('decir', 0.13169299692382677)
('bajo', 0.1316366849041993)
('petróleo', 0.1313825661982578)
('capitalización', 0.1311112230183146)
('quiero', 0.13107603009779917)
('recurso', 0.1306036825071481)
('medio', 0.1303231995650518)
('trata', 0.13006210488387002)
('comermex', 0.129708323425059)
('queremos', 0.1290250574027697)
('aún', 0.12898980625943082)
('piens', 0.12880163722232754)
('preocupante', 0.12880163722232754)
('renov', 0.12880163722232754)
('comet', 0.12811320811529864)
('inversión', 0.12788603797787082)
('déficit', 0.12752819633404627)
('mor', 0.12749914710328467)
('direct', 0.1270001270001905)
('información', 0.1270001270001905)
('kuztnetsov', 0.1270001270001905)
('tradicionalmente', 0.1270001270001905)
('vendrá', 0.12700012700019048)
('factor', 0.12664153769059874)
('exportacion', 0.12636984952658134)
('dieron', 0.12616183317234167)
('prevé', 0.12601941636211517)
('si', 0.12571757301523223)
('siempre', 0.12571336506548303)
('particular', 0.12567986383502394)
('comercial', 0.12553750478289932)
('importacion', 0.1254606746289534)
('refir', 0.12506950236845063)
('estrategia', 0.12504288900452165)
('calidad', 0.12474874346454931)
('apunt', 0.12471164898158098)
('desincorpor', 0.12471164898158098)
('fusión', 0.12471164898158098)
('contable', 0.12448502395517627)
('españa', 0.12444893192346608)
('salud', 0.12408602040268357)
('tal', 0.1239638283293214)
('apoy', 0.12328224189336069)
('activo', 0.1232082207267395)
('pag', 0.1232082207267395)
('represent', 0.12309404938912213)
('deuda', 0.12298695466240422)
('riesgo', 0.12271903257301527)
('siete', 0.12256255994185267)
('casi', 0.12249488037447132)
('principal', 0.12242053955934118)
('primer', 0.12232322295937564)
('reguladora', 0.12220592918446108)
('autopista', 0.12201777521731261)
('michoacán', 0.12201777521731261)
('multivisión', 0.12201777521731261)
('nayarit', 0.12201777521731261)
('telefónic', 0.12201777521731261)
('bancari', 0.12197565588926026)
('perdido', 0.12171345651938495)
('positivo', 0.12171345651938495)
('red', 0.12171345651938495)
('planta', 0.1210898699241207)
('operación', 0.12069188977750127)
('acerc', 0.12048289933537483)
('producción', 0.12021099785826608)
('actividad', 0.12005248053227771)
('aboc', 0.12000384018432983)
('actuación', 0.12000384018432983)
('adecuación', 0.12000384018432983)
('agenda', 0.12000384018432983)
('aig', 0.12000384018432983)
('alexander', 0.12000384018432983)
('almacenaje', 0.12000384018432983)
('angustia', 0.12000384018432983)
('antigedad', 0.12000384018432983)
('arrendador', 0.12000384018432983)
('at', 0.12000384018432983)
('aumetar', 0.12000384018432983)
('azul', 0.12000384018432983)
('bodega', 0.12000384018432983)
('boulder', 0.12000384018432983)
('capt', 0.12000384018432983)
('chavez', 0.12000384018432983)
('col', 0.12000384018432983)
('colorad', 0.12000384018432983)
('communications', 0.12000384018432983)
('concentr', 0.12000384018432983)
('conviene', 0.12000384018432983)
('crucial', 0.12000384018432983)
('cuarenta', 0.12000384018432983)
('denver', 0.12000384018432983)
('dificultad', 0.12000384018432983)
('disquetes', 0.12000384018432983)
('dividendo', 0.12000384018432983)
('ecosistema', 0.12000384018432983)
('endeble', 0.12000384018432983)
('eswtados', 0.12000384018432983)
('exclusivamente', 0.12000384018432983)
('factoraje', 0.12000384018432983)
('farell', 0.12000384018432983)
('federación', 0.12000384018432983)
('financiaba', 0.12000384018432983)
('flamante', 0.12000384018432983)
('frisco', 0.12000384018432983)
('globalizacion', 0.12000384018432983)
('hargrave', 0.12000384018432983)
('homogéne', 0.12000384018432983)
('honda', 0.12000384018432983)
('inescrupulosa', 0.12000384018432983)
('irresponsable', 0.12000384018432983)
('lanza', 0.12000384018432983)
('liga', 0.12000384018432983)
('maniobra', 0.12000384018432983)
('marjorie', 0.12000384018432983)
('memorandum', 0.12000384018432983)
('miner', 0.12000384018432983)
('multimodal', 0.12000384018432983)
('márgen', 0.12000384018432983)
('nutricional', 0.12000384018432983)
('nónima', 0.12000384018432983)
('paraestatal', 0.12000384018432983)
('parasitari', 0.12000384018432983)
('pendiente', 0.12000384018432983)
('perdon', 0.12000384018432983)
('políticaatinanciera', 0.12000384018432983)
('programación', 0.12000384018432983)
('ramona', 0.12000384018432983)
('ruta', 0.12000384018432983)
('río', 0.12000384018432983)
('salv', 0.12000384018432983)
('satisfech', 0.12000384018432983)
('sensitiv', 0.12000384018432983)
('sepan', 0.12000384018432983)
('sobrío', 0.12000384018432983)
('subsidio', 0.12000384018432983)
('sucribieron', 0.12000384018432983)
('tabla', 0.12000384018432983)
('tangenciales', 0.12000384018432983)
('traerá', 0.12000384018432983)
('venevisión', 0.12000384018432983)
('ventil', 0.12000384018432983)
('veras', 0.12000384018432983)
('voltaje', 0.12000384018432983)
('bilbao', 0.11973686801784995)
('desesperante', 0.11973686801784995)
('present', 0.11946228679612533)
('adecuad', 0.11935388413697531)
('director', 0.11931017055709817)
('acced', 0.11916610679978462)
('héctor', 0.11916610679978462)
('necesidad', 0.11916610679978462)
('reduj', 0.11916610679978462)
('sirv', 0.11916610679978462)
('coloc', 0.11894651701745163)
('expres', 0.11884169929036818)
('ambiental', 0.11879774082787287)
('cinta', 0.11879774082787287)
('concentración', 0.11879774082787287)
('conserv', 0.11879774082787287)
('liger', 0.11879774082787287)
('prob', 0.11879774082787287)
('récord', 0.11879774082787287)
('sindicato', 0.11879774082787287)
('solo', 0.11879774082787287)
('sustitu', 0.11879774082787287)
('yeats', 0.11879774082787287)
('éxito', 0.11806816745380026)
('pedazo', 0.11791665765914455)
('porcentaje', 0.11757927025044308)
('procur', 0.11757927025044308)
('venido', 0.11757927025044308)
('insist', 0.11724476240263546)
('latin', 0.11673153554388725)
('puerto', 0.1167154379728883)
('estructural', 0.11654330934961299)
('barril', 0.11641678308350795)
('obtener', 0.11620402679752966)
('dicen', 0.11593472394004208)
('transform', 0.11593472394004208)
('vincul', 0.11593472394004208)
('economista', 0.11578406146711151)
('pemex', 0.11578045278196449)
('millon', 0.11564661883080903)
('distrito', 0.1154936263713621)
('cuyo', 0.11487593716012254)
('coment', 0.11451602670362297)
('norte', 0.11442688557362936)
('inclu', 0.11420509607816687)
('dijo', 0.11415750649130121)
('científico', 0.11400364817511334)
('morelos', 0.1138456388847968)
('caimán', 0.11359236684941296)
('potencial', 0.11359236684941296)
('tienda', 0.11359236684941296)
('trabajador', 0.11359236684941296)
('necesit', 0.11304106598408703)
('oportunidad', 0.11290322580645161)
('ubic', 0.11290322580645161)
('defin', 0.11288900177794711)
('situación', 0.11284257405573757)
('gas', 0.1128188252237255)
('vuelv', 0.11235088294097073)
('pequeño', 0.11225331376673431)
('inform', 0.11220985245758765)
('mientras', 0.11200929849485156)
('pobre', 0.11193904738525276)
('corp', 0.11184962728253656)
('crónic', 0.11184962728253656)
('europa', 0.11184962728253656)
('operativ', 0.11184962728253656)
('delito', 0.11154107599875492)
('otorg', 0.1114818041861743)
('efecto', 0.11136219234763259)
('reserva', 0.11134203487572729)
('decodificadores', 0.11112511112516668)
('eugenio', 0.11112511112516668)
('percib', 0.11112511112516668)
('sky', 0.11112511112516668)
('eficac', 0.11085479909473865)
('probursa', 0.11085479909473865)
('profund', 0.11072598662952986)
('comercio', 0.11064591479553385)
('difícil', 0.11053942207134547)
('cuanto', 0.11044265772409359)
('participación', 0.11035379738609784)
('solicit', 0.10925935251526217)
('institución', 0.10913601593968009)
('dcr', 0.10898088293170863)
('falso', 0.10890171046725802)
('correspondiente', 0.108857251714449)
('asimismo', 0.10860874464155429)
('seri', 0.10850353103361392)
('programa', 0.10847927514599605)
('globalización', 0.10839356871932387)
('tecnología', 0.10803360367692809)
('somex', 0.10800345616589685)
('inglaterra', 0.10778099772957282)
('mencionad', 0.10778099772957282)
('técnica', 0.10778099772957282)
('midcon', 0.10776318121606493)
('carga', 0.10769589230459234)
('mantener', 0.10748367027283735)
('respecto', 0.10747105348577733)
('inyección', 0.10733469768527296)
('proviene', 0.10733469768527296)
('sido', 0.10727341609438812)
('servicio', 0.10712808594858514)
('control', 0.1069955666710998)
('mediante', 0.10694767856078906)
('lado', 0.10685477466896727)
('hacer', 0.10665244728825694)
('idea', 0.10649284392132465)
('negocio', 0.10649284392132465)
('agot', 0.10625592962581035)
('emisión', 0.10625592962581035)
('combin', 0.10592542826647522)
('finanza', 0.10592542826647522)
('oriente', 0.10592542826647522)
('podrán', 0.10592542826647522)
('trinchera', 0.1058334391668254)
('retir', 0.10530294239677898)
('dado', 0.10510605295860624)
('puede', 0.10492580094638623)
('pasado', 0.10455931082577831)
('confianza', 0.10435930835183992)
('desempeñ', 0.10434125154603786)
('probable', 0.10434125154603786)
('sorpresa', 0.10434125154603786)
('aun', 0.10400332815975251)
('protección', 0.10392637415131749)
('hecho', 0.10375687442909719)
('manera', 0.10375687442909719)
('favorable', 0.10318760318765478)
('precis', 0.10307835448193323)
('realiz', 0.1029883093625565)
('marcha', 0.10274816178761126)
('dólar', 0.10254925471265883)
('necesari', 0.10199922263610571)
('total', 0.10198325859133989)
('tercer', 0.1019597174095836)
('trabajo', 0.10191654815632176)
('actuacion', 0.1018266349953196)
('adicional', 0.1018266349953196)
('aparej', 0.1018266349953196)
('apl', 0.1018266349953196)
('asoci', 0.1018266349953196)
('autónom', 0.1018266349953196)
('boston', 0.1018266349953196)
('canalización', 0.1018266349953196)
('dinamismo', 0.1018266349953196)
('dinámico', 0.1018266349953196)
('estrict', 0.1018266349953196)
('existente', 0.1018266349953196)
('gestión', 0.1018266349953196)
('lectura', 0.1018266349953196)
('mandato', 0.1018266349953196)
('medular', 0.1018266349953196)
('mercantil', 0.1018266349953196)
('potencia', 0.1018266349953196)
('pudiéramos', 0.1018266349953196)
('reaccionario', 0.1018266349953196)
('reporta', 0.1018266349953196)
('solicitud', 0.1018266349953196)
('tortuos', 0.1018266349953196)
('débiles', 0.1016814793477605)
('punto', 0.1016729103227009)
('respectivamente', 0.1016057308824572)
('mayo', 0.1016001016001524)
('reportó', 0.1016001016001524)
('va', 0.1016001016001524)
('cambi', 0.10109587962126507)
('varias', 0.10102798239006087)
('signific', 0.10085097716715756)
('zona', 0.10085097716715756)
('públic', 0.10040241611281235)
('representante', 0.10024783185467542)
('extranjero', 0.09992316556683482)
('tiempo', 0.09992316556683482)
('posibilidad', 0.09986447354088011)
('saldo', 0.09978581407157824)
('beep', 0.09962709627734359)
('condicion', 0.09960537288508534)
('elemento', 0.0995105423359183)
('nacionaliz', 0.09948547986421093)
('crédito', 0.09892094588788329)
('administración', 0.09884569522250249)
('ser', 0.098772632491857)
('rivera', 0.09876974769287009)
('elabor', 0.09866622036682389)
('iglesia', 0.09850799114270865)
('tan', 0.0982926752915462)
('limit', 0.09801153942053221)
('subsidiari', 0.09801153942053221)
('filosofía', 0.09798272520870256)
('juárez', 0.09798272520870256)
('contexto', 0.09780966167906707)
('decid', 0.09780966167906707)
('informe', 0.09780966167906707)
('corporation', 0.09776474334756886)
('inscinc', 0.09776474334756886)
('conclu', 0.09765317793025254)
('relacion', 0.09765317793025254)
('comisión', 0.09758052471140821)
('recuper', 0.0975642000731156)
('industria', 0.09727627961990605)
('atlántic', 0.09699794920789633)
('atractivo', 0.09699794920789633)
('básicamente', 0.09699794920789633)
('certificado', 0.09699794920789633)
('dueño', 0.09699794920789633)
('estable', 0.09699794920789633)
('incertidumbre', 0.09699794920789633)
('internacionalización', 0.09699794920789633)
('meta', 0.09699794920789633)
('opin', 0.09699794920789633)
('proces', 0.09699794920789633)
('rom', 0.09699794920789633)
('separad', 0.09699794920789633)
('transparente', 0.09699794920789633)
('transport', 0.09699794920789633)
('petrolero', 0.09683668899794137)
('poder', 0.09661756362801774)
('televisión', 0.09661756362801774)
('liquidez', 0.09660122791674566)
('mantiene', 0.09660122791674566)
('cosa', 0.09628927890034565)
('habl', 0.0962371692327631)
('abrum', 0.09600307214746386)
('acud', 0.09600307214746386)
('alineaciones', 0.09600307214746386)
('andada', 0.09600307214746386)
('anex', 0.09600307214746386)
('arrastr', 0.09600307214746386)
('atent', 0.09600307214746386)
('bancomext', 0.09600307214746386)
('banoriente', 0.09600307214746386)
('barbarie', 0.09600307214746386)
('casquete', 0.09600307214746386)
('coldwell', 0.09600307214746386)
('cordillera', 0.09600307214746386)
('cras', 0.09600307214746386)
('crecido', 0.09600307214746386)
('declarativos', 0.09600307214746386)
('derroche', 0.09600307214746386)
('diana', 0.09600307214746386)
('distamncia', 0.09600307214746386)
('divergencia', 0.09600307214746386)
('dónde', 0.09600307214746386)
('elij', 0.09600307214746386)
('empaque', 0.09600307214746386)
('enconad', 0.09600307214746386)
('erig', 0.09600307214746386)
('estándar', 0.09600307214746386)
('gato', 0.09600307214746386)
('inadecuada', 0.09600307214746386)
('intestin', 0.09600307214746386)
('inválida', 0.09600307214746386)
('japones', 0.09600307214746386)
('laura', 0.09600307214746386)
('lógico', 0.09600307214746386)
('maxidevaluación', 0.09600307214746386)
('merm', 0.09600307214746386)
('mimin', 0.09600307214746386)
('mirada', 0.09600307214746386)
('misa', 0.09600307214746386)
('mixto', 0.09600307214746386)
('mller', 0.09600307214746386)
('moderniz', 0.09600307214746386)
('oborne', 0.09600307214746386)
('oficios', 0.09600307214746386)
('patrimonial', 0.09600307214746386)
('precisamente', 0.09600307214746386)
('prematur', 0.09600307214746386)
('profundamente', 0.09600307214746386)
('protagonista', 0.09600307214746386)
('rama', 0.09600307214746386)
('relieve', 0.09600307214746386)
('retroactiv', 0.09600307214746386)
('rita', 0.09600307214746386)
('robust', 0.09600307214746386)
('rótulo', 0.09600307214746386)
('salir', 0.09600307214746386)
('sane', 0.09600307214746386)
('satisfacer', 0.09600307214746386)
('soberanía', 0.09600307214746386)
('sociedada', 0.09600307214746386)
('tangible', 0.09600307214746386)
('universalidad', 0.09600307214746386)
('verbo', 0.09600307214746386)
('viacrucis', 0.09600307214746386)
('válvula', 0.09600307214746386)
('asum', 0.09572994763343544)
('oferta', 0.09572994763343544)
('anunci', 0.09531089965802726)
('cita', 0.09525009525014287)
('contenedores', 0.09525009525014287)
('creencia', 0.09525009525014287)
('definid', 0.09525009525014287)
('gremio', 0.09525009525014287)
('junio', 0.09505390535028899)
('norberto', 0.09476781318792941)
('central', 0.09469143884656055)
('espera', 0.09459544766274561)
('funcionario', 0.09459544766274561)
('acción', 0.09451456227158637)
('japón', 0.09451456227158637)
('volumen', 0.09451456227158637)
('ascend', 0.09433332612731565)
('monto', 0.09433332612731565)
('bien', 0.09431644723305344)
('inversion', 0.0942339057665183)
('infraestructura', 0.09413875735476426)
('además', 0.09409550597171507)
('dicho', 0.0940745499420281)
('energía', 0.0940745499420281)
('aprovech', 0.09395411519917386)
('cuya', 0.09395411519917386)
('mecanismo', 0.09395411519917386)
('asign', 0.09392932715684624)
('banca', 0.09386965908709732)
('mil', 0.09380912216013003)
('primero', 0.0936383021536753)
('apoyo', 0.09360461481479036)
('televis', 0.09359344547941086)
('abiert', 0.09346956263824574)
('registr', 0.0933637679663822)
('lázaro', 0.09334108207904297)
('refer', 0.09334108207904297)
('cómo', 0.09325468979624425)
('ahora', 0.09319261517724031)
('imss', 0.09319261517724031)
('frente', 0.09313342646680636)
('defensa', 0.09274777915203367)
('descenso', 0.09274777915203367)
('permanente', 0.09274777915203367)
('interamericana', 0.09270963488591204)
('abord', 0.09268474973316582)
('contracción', 0.09268474973316582)
('cuent', 0.09268474973316582)
('integración', 0.09268474973316582)
('radio', 0.09268474973316582)
('sexenio', 0.09268474973316582)
('comunicación', 0.0926847497331658)
('historia', 0.09253441843889994)
('evit', 0.09222800137857183)
('menor', 0.09172231394458202)
('región', 0.09171763507019713)
('sub', 0.09171763507019713)
('cliente', 0.09165444688834581)
('séptimo', 0.09165444688834581)
('compr', 0.0916544468883458)
('últim', 0.09164397149578764)
('serfin', 0.09151333141298446)
('orden', 0.09123449303248202)
('elevad', 0.09120956670998252)
('resto', 0.09073327328891222)
('condición', 0.0907143764287075)
('política', 0.09049944907223312)
('productiv', 0.09036217450153113)
('propio', 0.09026436434478821)
('trimestre', 0.09021271091317933)
('subray', 0.09017813411870028)
('objetivo', 0.09006952426447515)
('ingreso', 0.08993579067287508)
('campo', 0.08987457945985167)
('df', 0.08980265101338746)
('intervención', 0.08980265101338746)
('personal', 0.08980265101338746)
('tabulador', 0.08980265101338746)
('órbita', 0.08980265101338746)
('gast', 0.08980265101338744)
('moneda', 0.0895381360028311)
('cantidad', 0.08945390153662965)
('puesta', 0.08925339417277717)
('lleg', 0.08853648783083365)
('jugada', 0.08843153765707637)
('dio', 0.08822810619908862)
('tiende', 0.08818445268783232)
('humanidad', 0.08805874420954336)
('reafirm', 0.08805874420954336)
('político', 0.08805874420954335)
('día', 0.08798955447953538)
('medida', 0.08717370924267565)
('promedio', 0.08698867595525925)
('especialmente', 0.08663834874895418)
('penal', 0.08659099568194807)
('encabez', 0.08653599980743742)
('américa', 0.08641264122753543)
('proporcion', 0.08634739951100347)
('tom', 0.08625703067461647)
('diciembre', 0.08623538434092635)
('afirm', 0.08621330384271755)
('pormenor', 0.0861569528700919)
('unidad', 0.0861569528700919)
('través', 0.08606441046651112)
('estadunidense', 0.08597949242859933)
('abasto', 0.08586775814821837)
('depend', 0.08586775814821837)
('michael', 0.08586775814821837)
('resolv', 0.08562346815634271)
('pueblo', 0.08561000428832075)
('firma', 0.08560044800048741)
('busca', 0.08554415042912275)
('sobreviv', 0.08519427513705972)
('rentabilidad', 0.08519427513705971)
('etapa', 0.08515084190704483)
('dar', 0.08502093970797837)
('abundante', 0.08485552916276634)
('accionista', 0.08485552916276634)
('administr', 0.08485552916276634)
('aportación', 0.08485552916276634)
('banacci', 0.08485552916276634)
('bondad', 0.08485552916276634)
('confi', 0.08485552916276634)
('cultural', 0.08485552916276634)
('empiez', 0.08485552916276634)
('exclusiv', 0.08485552916276634)
('fmi', 0.08485552916276634)
('frustración', 0.08485552916276634)
('gasto', 0.08485552916276634)
('incapacidad', 0.08485552916276634)
('intervinieron', 0.08485552916276634)
('joven', 0.08485552916276634)
('liebenow', 0.08485552916276634)
('periodístic', 0.08485552916276634)
('recurr', 0.08485552916276634)
('refinación', 0.08485552916276634)
('restablec', 0.08485552916276634)
('torpe', 0.08485552916276634)
('traer', 0.08485552916276634)
('inversionistas', 0.08477665362633081)
('requier', 0.08476290894688449)
('organizad', 0.08469459765926948)
('prensa', 0.08469459765926948)
('aplic', 0.08466675133346034)
('exeter', 0.08466675133346033)
('ignorancia', 0.08466675133346033)
('quisiéranos', 0.08466675133346033)
('termin', 0.08466675133346033)
('cobertura', 0.08425232519684706)
('último', 0.08425232519684706)
('diario', 0.08414890701798217)
('especulación', 0.0840896024700543)
