('privatización n', 0.2218288280361852)
('sistema n', 0.22126222468597695)
('aquí r', 0.22122556355827824)
('ponemos n', 0.22107377927724753)
('existir v', 0.22021020982694578)
('tener v', 0.22008040525133302)
('desarrollo n', 0.21788563769078148)
('estatal a', 0.21750655994011792)
('nación n', 0.21669259081574943)
('competitivas n', 0.2153874475853214)
('agua n', 0.21495371584367082)
('economía n', 0.21481688380798653)
('servicio n', 0.21429449951481944)
('operar v', 0.2135480676413429)
('dos d', 0.21255237126941812)
('líder n', 0.2095549289664003)
('centro n', 0.20951162868253317)
('propietario n', 0.20940446293017362)
('empezar v', 0.2083770869685787)
('desincorporar v', 0.2080447190828819)
('industrial a', 0.207843996694669)
('crear v', 0.20782291750244278)
('mundo n', 0.20782291750244278)
('recapitalizados n', 0.20725666807241955)
('telmex v', 0.20612307706584926)
('área n', 0.2058146721370849)
('número n', 0.2055352297976237)
('heroles v', 0.2049760282215874)
('proceso n', 0.20494582027385552)
('defensa n', 0.20433447413392491)
('chica n', 0.203672709046665)
('parasitaria n', 0.203672709046665)
('sustentar v', 0.203672709046665)
('símbolo n', 0.203672709046665)
('público a', 0.2031434406787629)
('político a', 0.20183933813435365)
('mobil v', 0.20168496854050877)
('preparar v', 0.20168496854050877)
('asegurar v', 0.2014114972709419)
('señalar v', 0.2012655644044552)
('pequeño a', 0.2006537101474379)
('isla n', 0.20013030474921611)
('internacional a', 0.1999687573223119)
('petrolero a', 0.1996706473329817)
('hughes v', 0.19943282183826058)
('directv v', 0.1994100282131975)
('limitar v', 0.1994100282131975)
('vez n', 0.19926484433649658)
('nivel n', 0.19902025386542224)
('cotizar v', 0.1986601849299639)
('financiamiento n', 0.19712445096265332)
('paraestatales v', 0.1966209394099036)
('programa n', 0.19588861221818155)
('dejar v', 0.19551528337533244)
('embargo n', 0.19541303895310078)
('cárdenas n', 0.1949465564821464)
('caimán v', 0.19464479941201698)
('dentro r', 0.1942083211762075)
('considerar v', 0.19371973365598968)
('exterior n', 0.19358847109816588)
('asir v', 0.19343955686759157)
('ágil a', 0.19343955686759157)
('privatizar v', 0.19342363788168904)
('todas d', 0.19332922073095274)
('aumentar v', 0.1924560298224652)
('sede n', 0.19243298533578473)
('inversión n', 0.19216271415558653)
('extranjero a', 0.19103797060270783)
('ciento n', 0.19045074379030724)
('reyes n', 0.1903774059625536)
('lugar n', 0.1902396801989486)
('grupo n', 0.18942986226018496)
('resultado n', 0.18937820891544452)
('solucionar v', 0.1891769632296422)
('amistad n', 0.1883316933124643)
('momento n', 0.18809838362712625)
('entonces r', 0.18803666059036)
('abordar v', 0.18800557758153694)
('alrededor v', 0.18800557758153694)
('american n', 0.18800557758153694)
('geográfico a', 0.18800557758153694)
('inscritas n', 0.18800557758153694)
('naucalpan v', 0.18800557758153694)
('añadir v', 0.1869810163975275)
('precisar v', 0.18608085369166866)
('acceso n', 0.18585071468448963)
('sección n', 0.18563328755750724)
('finalmente r', 0.18551326417518138)
('esfuerzo n', 0.18544755937298074)
('sino c', 0.18525583279804536)
('ocupar v', 0.18509058587668492)
('cómo p', 0.18482703175361395)
('cualquier d', 0.1838885432489867)
('adquirir v', 0.18384128055568205)
('buscar v', 0.18384128055568205)
('particular a', 0.18352514218300586)
('llegar v', 0.18331680432307043)
('social a', 0.1827318750634208)
('incluso r', 0.18248103198200843)
('contar v', 0.18242161114967673)
('estadunidenses v', 0.18230711023833612)
('gama n', 0.18217040903595175)
('constituir v', 0.1820356177418498)
('norte a', 0.18188273351649364)
('latinoamericana n', 0.18163064367459994)
('tamaño n', 0.18163064367459994)
('héctor n', 0.18150721135067724)
('milla n', 0.18150721135067724)
('oil v', 0.1791386784345711)
('recurso n', 0.17889522928356216)
('explicar v', 0.1787941664369675)
('prácticamente r', 0.17852382712651668)
('estrategia n', 0.17836580354496606)
('lograr v', 0.1777945307393791)
('bien n', 0.17765034291439433)
('internacionalización n', 0.17725335841173112)
('proveedores n', 0.17725335841173112)
('situación n', 0.1767748318510713)
('mantener v', 0.17647694925496765)
('competidor n', 0.17616816786155665)
('cuarto a', 0.17616816786155665)
('condición n', 0.17529166504156687)
('cada d', 0.17523321293440414)
('encontrar v', 0.17503784899565666)
('mundial n', 0.17409560118083245)
('ahora r', 0.1733835507483426)
('ser v', 0.17325788879826326)
('institución n', 0.17267177231902694)
('america v', 0.17233844611640886)
('buscamos n', 0.17233844611640886)
('detonar v', 0.17233844611640886)
('dirigido a', 0.17233844611640886)
('fechar v', 0.17233844611640886)
('federico n', 0.17233844611640886)
('fesebes v', 0.17233844611640886)
('maniobra n', 0.17233844611640886)
('marjorie v', 0.17233844611640886)
('medulares v', 0.17233844611640886)
('petrolera n', 0.17233844611640886)
('preponderante v', 0.17233844611640886)
('restringir v', 0.17233844611640886)
('urbe v', 0.17233844611640886)
('traer v', 0.1718630288075981)
('último a', 0.1717141909613645)
('capital n', 0.17135380389923746)
('semarnap v', 0.171126639973765)
('responder v', 0.1707236606417222)
('representar v', 0.17067426609389313)
('venir v', 0.17066350884047998)
('menos r', 0.17053188309899148)
('flujo n', 0.17020126110923378)
('referir v', 0.1696905445511341)
('aún r', 0.16852939134493444)
('comercio n', 0.16852371994816986)
('presentar v', 0.1684961246037088)
('ubicación v', 0.16815730064857085)
('tomar v', 0.1670900548233337)
('enfrentar v', 0.1664947567017166)
('embarque n', 0.16617502351099792)
('medida n', 0.16599364267814448)
('delgado n', 0.16580533445793566)
('derivar v', 0.16580533445793566)
('enterar v', 0.16580533445793566)
('tentativamente v', 0.16580533445793563)
('unido a', 0.16580533445793563)
('petróleo n', 0.16551949818056072)
('mediante s', 0.16516158910431905)
('candidato n', 0.16512065706186713)
('apertura n', 0.16479122503986154)
('rumbo n', 0.1645048803838448)
('bolsa n', 0.16436078374009766)
('tdh v', 0.16354937444826412)
('obtener v', 0.16353491390737368)
('monterrey v', 0.16281760623877714)
('tres d', 0.1627485073916135)
('cuanto r', 0.16261937534892842)
('estudio n', 0.16253997657885366)
('patrimonio n', 0.16185702200730925)
('sólido a', 0.1618402676468396)
('telefónica n', 0.161207854984151)
('encabezar v', 0.1611507464548804)
('humano a', 0.16021614088695027)
('activo n', 0.1598171664742952)
('banca n', 0.159809398975045)
('gas n', 0.15977401812542316)
('emisión n', 0.1594257997279013)
('cambiar v', 0.1592885292542963)
('cultura n', 0.15892681321527494)
('superávit v', 0.15892681321527494)
('priísta n', 0.15854909336141718)
('requerir v', 0.1582687283462113)
('plazo n', 0.15803548950661242)
('clase n', 0.15690820399782515)
('sociedad n', 0.15670395110922283)
('accedido n', 0.15667131465128079)
('amarrar v', 0.15667131465128079)
('apuntalar v', 0.15667131465128079)
('asentamiento n', 0.15667131465128079)
('central v', 0.15667131465128079)
('chavez v', 0.15667131465128079)
('concentrar v', 0.15667131465128079)
('desarrollados a', 0.15667131465128079)
('dividendo n', 0.15667131465128079)
('empantanamiento n', 0.15667131465128079)
('entes v', 0.15667131465128079)
('flexibilizar v', 0.15667131465128079)
('gobernatura n', 0.15667131465128079)
('golpeadas n', 0.15667131465128079)
('gozado n', 0.15667131465128079)
('nuevos v', 0.15667131465128079)
('ocupara n', 0.15667131465128079)
('pocas d', 0.15667131465128079)
('proclama n', 0.15667131465128079)
('renovar v', 0.15667131465128079)
('vincula n', 0.15667131465128079)
('zorrilla n', 0.15667131465128079)
('comercial a', 0.15649861547720187)
('manifestar v', 0.156484208129315)
('vida n', 0.15633468286060026)
('trabajador n', 0.15582276290286867)
('contracción v', 0.15557760972915194)
('conveniencia n', 0.15544250105431467)
('petroquímica n', 0.1552335514642771)
('ir v', 0.15516381550741767)
('agresivo a', 0.1550966886102647)
('dinamismo n', 0.1550966886102647)
('estricto n', 0.1550966886102647)
('fisco n', 0.1550966886102647)
('liebenow v', 0.1550966886102647)
('otorgado n', 0.1550966886102647)
('medio d', 0.15450331550956192)
('calidad n', 0.1544278770053293)
('valle v', 0.15421794675851855)
('fondo n', 0.1541373184445579)
('aun r', 0.15396209628236882)
('frontera n', 0.15396209628236882)
('abastecer v', 0.1537721836699562)
('asegurados n', 0.15373202116619053)
('diferencia n', 0.15373202116619053)
('general a', 0.15361567598920536)
('arzobispo n', 0.1535378883582552)
('punto n', 0.15304512435497047)
('sucursal n', 0.15301196090243407)
('uso n', 0.15284016894381333)
('modernización n', 0.15263618241411783)
('cobertura n', 0.15230192477004287)
('bancario a', 0.15219970184103523)
('erosionado n', 0.15198822325310768)
('manera n', 0.15196377620727122)
('asimismo r', 0.1519225918652801)
('resolver v', 0.15151482945050587)
('rivera n', 0.15151482945050587)
('falso a', 0.15135886972883328)
('hablar v', 0.1510012867384771)
('decisión n', 0.15073981245271265)
('inflación n', 0.15014436683457796)
('contexto n', 0.14997656799173395)
('vender v', 0.14983763644918496)
('además r', 0.1496956601444761)
('pesar v', 0.14925448639365643)
('debate n', 0.1488975858648398)
('permiso n', 0.14889304623509242)
('capitalización v', 0.14863145949328682)
('pasar v', 0.14837801944766585)
('seguir v', 0.14809413773299765)
('presidente n', 0.14809044023252313)
('pueblo n', 0.14792870633894226)
('superar v', 0.1477395352658811)
('elemento n', 0.14745023489941678)
('pensar v', 0.14700702318328535)
('aseguradora n', 0.14693440918864348)
('final n', 0.14667997712037)
('derecho n', 0.1466756032485878)
('industria n', 0.1460612692759284)
('crisis n', 0.145774664048287)
('consumo n', 0.1453891896355386)
('mina n', 0.1450796676506937)
('galaxy v', 0.14472676110113525)
('meta n', 0.14472676110113525)
('casa n', 0.14469813351483973)
('perspectiva n', 0.14457282117340253)
('accionario n', 0.14457232630419897)
('administración n', 0.1444111317672094)
('tiempo n', 0.14405794769103206)
('ambiental a', 0.14401835370953153)
('gasto n', 0.14401835370953153)
('patrocinio n', 0.14401835370953153)
('razonamiento n', 0.14401835370953153)
('reportar v', 0.14401835370953153)
('periodo n', 0.14388800279577116)
('población n', 0.14384312281720613)
('extraordinario a', 0.14379092624239162)
('principalmente r', 0.1435916317235476)
('lado n', 0.14336529240551996)
('siete d', 0.14323399323116773)
('información n', 0.1431955161227626)
('informar v', 0.14316640318213925)
('directo a', 0.14234446404276901)
('indicar v', 0.14234446404276901)
('iniciativa n', 0.14217690134308217)
('etapa n', 0.14158325824366094)
('medio n', 0.14157057668528147)
('dólares z', 0.1414532899073295)
('efecto n', 0.1414087871259451)
('desarrollar v', 0.14139926432805383)
('desmantelar v', 0.14139926432805383)
('elección n', 0.14139926432805383)
('luego r', 0.14133820294166588)
('adecuado a', 0.14118846873305899)
('turchi v', 0.14102030071300264)
('acercarnos n', 0.1410041831861527)
('agenda n', 0.1410041831861527)
('agota n', 0.1410041831861527)
('antipersonales a', 0.1410041831861527)
('arrendador v', 0.1410041831861527)
('cariño n', 0.1410041831861527)
('comparara n', 0.1410041831861527)
('consumidor v', 0.1410041831861527)
('endeble a', 0.1410041831861527)
('estancado n', 0.1410041831861527)
('estimaciones v', 0.1410041831861527)
('eufemismo v', 0.1410041831861527)
('hubble v', 0.1410041831861527)
('incumplimiento n', 0.1410041831861527)
('insumo n', 0.1410041831861527)
('intermediaria n', 0.1410041831861527)
('lines v', 0.1410041831861527)
('manufacturado n', 0.1410041831861527)
('maxi v', 0.1410041831861527)
('paraestatal v', 0.1410041831861527)
('polémico a', 0.1410041831861527)
('políticaatinanciera n', 0.1410041831861527)
('president v', 0.1410041831861527)
('probar v', 0.1410041831861527)
('prometer v', 0.1410041831861527)
('relacionada n', 0.1410041831861527)
('repartida a', 0.1410041831861527)
('sacada n', 0.1410041831861527)
('silenciarlo n', 0.1410041831861527)
('sitio n', 0.1410041831861527)
('subsidio n', 0.1410041831861527)
('sustituyendo n', 0.1410041831861527)
('tabla n', 0.1410041831861527)
('tomando n', 0.1410041831861527)
('filosofía n', 0.14071375201644498)
('porcentaje n', 0.14071375201644498)
('banamex v', 0.1406223865432423)
('aunque c', 0.1404055818525915)
('volver v', 0.1402052862003614)
('carácter n', 0.14020404981672477)
('santander n', 0.14001277985620367)
('política n', 0.13999587739334424)
('manejar v', 0.13961009770587263)
('eficiente a', 0.13930434460023022)
('iglesia n', 0.13924688230867185)
('deuda n', 0.13916973041970027)
('serie n', 0.13910156776028754)
('ayuda n', 0.13906792052094996)
('serio a', 0.13865338615700204)
('valorar v', 0.13865338615700204)
('pedazo n', 0.138551749441765)
('contenido n', 0.13829120864813504)
('partido n', 0.13823510621040244)
('directora n', 0.1381711120482797)
('suficiente a', 0.13776553249687745)
('materia n', 0.13774231083576272)
('esperar v', 0.13714923031639328)
('natural a', 0.13710825734021603)
('causa n', 0.1370992688450927)
('afiliada a', 0.13678242241079483)
('intermedio a', 0.13678242241079483)
('unión n', 0.1367444577131574)
('retirado a', 0.13665068548105827)
('factor n', 0.13663279710904272)
('hecho a', 0.1364962487933881)
('contrario a', 0.13622298275594996)
('perdido a', 0.13622298275594996)
('mejor a', 0.1362088098398469)
('participación n', 0.13610973995040349)
('exportación n', 0.1360938096151277)
('partir v', 0.13607842002827375)
('canadá n', 0.1359423995893452)
('déficit n', 0.1356813385323143)
('eficientes v', 0.1356813385323143)
('incertidumbre n', 0.1356813385323143)
('éste p', 0.13565891001103825)
('investigación n', 0.13563523937578711)
('ésta p', 0.13561431885001718)
('veracruz v', 0.13519339995228113)
('advertir v', 0.13478486569387405)
('buscaría n', 0.13471683424707273)
('asumir v', 0.13467984840044966)
('negocio n', 0.13439759959401174)
('atender v', 0.13431767237933384)
('registrar v', 0.1340857301023585)
('hoy r', 0.1337747584831072)
('volumen n', 0.13376831354395816)
('construcción n', 0.13356540831333705)
('puerto n', 0.13352569806768066)
('estratégico a', 0.13317061745358866)
('orientar v', 0.13317061745358866)
('principal a', 0.13316534103626196)
('particularmente r', 0.1331245296801186)
('registrado a', 0.1331245296801186)
('éxito n', 0.1331245296801186)
('globalización n', 0.1330185653555679)
('crecer v', 0.13298859912060032)
('adicional a', 0.13294001880879833)
('bondad n', 0.13294001880879833)
('canalización v', 0.13294001880879833)
('debido a', 0.13294001880879833)
('desempeñar v', 0.13294001880879833)
('enriquecer v', 0.13294001880879833)
('fmi n', 0.13294001880879833)
('gigantesca n', 0.13294001880879833)
('portar v', 0.13294001880879833)
('transporta n', 0.13294001880879833)
('millón n', 0.13281939985475194)
('multivisión v', 0.13275051048892117)
('idea n', 0.13274848683766624)
('nunca r', 0.1326824856264023)
('reportó v', 0.13264426756634853)
('utilizar v', 0.13264426756634853)
('vocera n', 0.13264426756634853)
('salud n', 0.13189733589612357)
('puesta n', 0.13189733589612354)
('difícil a', 0.1318906069551761)
('director n', 0.13176254641228338)
('casi r', 0.1316480128867251)
('comprender v', 0.131625662413252)
('posible a', 0.13134895946356195)
('estímulo n', 0.13133739562076058)
('actual a', 0.1312882265601398)
('poder n', 0.1312625564458657)
('ampliación n', 0.1312294969927672)
('préstamo n', 0.1311237378107851)
('mexicano n', 0.13093543816195394)
('índice n', 0.13058190299533132)
('único a', 0.13034605865569926)
('líquido n', 0.13027561993123515)
('haber v', 0.1302695024125104)
('operación n', 0.1299445504762528)
('junio w', 0.12973867665596242)
('claridad n', 0.1296480081076266)
('concepción n', 0.1296480081076266)
('frente v', 0.1296480081076266)
('autopista n', 0.12947658810487575)
('apoyar v', 0.12944755039420427)
('necesario a', 0.12937580143157232)
('pemex v', 0.12930941971258794)
('incremento n', 0.12928315748590657)
('primer a', 0.12896953344960857)
('duda n', 0.12894909192112602)
('mejorar v', 0.12887743362611118)
('día n', 0.12866190298955543)
('acabar v', 0.12865503926950828)
('acontecer v', 0.12865503926950828)
('marcha n', 0.12855382374029387)
('largo a', 0.12853853394001594)
('utilidad n', 0.12853512908103118)
('conclusión n', 0.1284322598135871)
('tal d', 0.1283794396345842)
('relación n', 0.12835633177868383)
('ocurrir v', 0.12832624885056723)
('afirmar v', 0.1281100176384921)
('adquisición n', 0.1279215927422227)
('juárez v', 0.1279215927422227)
('segundo a', 0.12763700597648678)
('disponible a', 0.1275961320503173)
('creer v', 0.1275845128605605)
('científico n', 0.12754308259063857)
('malo a', 0.12754308259063857)
('profundo a', 0.12740085135843174)
('según s', 0.12740085135843174)
('cosa n', 0.12692925876090755)
('ritmo n', 0.12691827064170239)
('seis d', 0.1268358780586107)
('inversionistas n', 0.12676789715195982)
('reducir v', 0.1267228613331343)
('finanzas n', 0.1267112720641601)
('abierto v', 0.12663591596349333)
('dispuesto a', 0.12663591596349333)
('objetivo n', 0.12663591596349333)
('optimismo n', 0.12663591596349333)
('negociar v', 0.12656294798511383)
('costar v', 0.1264253822917727)
('pagar v', 0.12606930947053693)
('cuales p', 0.12605946145978325)
('propiedad n', 0.126055679619211)
('crédito n', 0.12593819210851906)
('abordaremos n', 0.12533705172102463)
('afectación v', 0.12533705172102463)
('almacenaje v', 0.12533705172102463)
('apreciable v', 0.12533705172102463)
('aprobaría n', 0.12533705172102463)
('aproximadamente v', 0.12533705172102463)
('arzobispales v', 0.12533705172102463)
('aumetar v', 0.12533705172102463)
('bienes v', 0.12533705172102463)
('bodega n', 0.12533705172102463)
('brindaría n', 0.12533705172102463)
('chino a', 0.12533705172102463)
('confesionales v', 0.12533705172102463)
('cotizando n', 0.12533705172102463)
('cuartas n', 0.12533705172102463)
('dedicarnos n', 0.12533705172102463)
('deseo n', 0.12533705172102463)
('desproporcinado n', 0.12533705172102463)
('devastaría n', 0.12533705172102463)
('disolver v', 0.12533705172102463)
('débiles a', 0.12533705172102463)
('escocia n', 0.12533705172102463)
('formaini v', 0.12533705172102463)
('formara n', 0.12533705172102463)
('fracturar v', 0.12533705172102463)
('hernández n', 0.12533705172102463)
('ignorarlo n', 0.12533705172102463)
('inválido a', 0.12533705172102463)
('mexicano v', 0.12533705172102463)
('minero a', 0.12533705172102463)
('negociaba n', 0.12533705172102463)
('norteamérica n', 0.12533705172102463)
('nutricional v', 0.12533705172102463)
('omitidos n', 0.12533705172102463)
('orientada a', 0.12533705172102463)
('pieza n', 0.12533705172102463)
('procesa n', 0.12533705172102463)
('reactivar v', 0.12533705172102463)
('redoblando n', 0.12533705172102463)
('rojo a', 0.12533705172102463)
('rol v', 0.12533705172102463)
('ruta n', 0.12533705172102463)
('salada n', 0.12533705172102463)
('sensitivo n', 0.12533705172102463)
('tal p', 0.12533705172102463)
('tangenciales v', 0.12533705172102463)
('terapéutico a', 0.12533705172102463)
('tremendo a', 0.12533705172102463)
('vialidad v', 0.12533705172102463)
('violento a', 0.12533705172102463)
('voltear v', 0.12533705172102463)
('prever v', 0.12528411104211754)
('saber v', 0.1250591764030903)
('pleno a', 0.12498047332644496)
('descenso n', 0.12456970612411668)
('combinadas n', 0.12435400084345175)
('desperdicio n', 0.12435400084345175)
('investigar v', 0.12435400084345175)
('competitivo a', 0.12435400084345173)
('trinchera n', 0.12435400084345173)
('pesos z', 0.12430915398043632)
('asunto n', 0.1237243562870471)
('fiscal a', 0.1237243562870471)
('pasado a', 0.12365498462121373)
('delito n', 0.12333884916094356)
('tecnología n', 0.12329169413300912)
('posibilidad n', 0.12313507433214778)
('fuerza n', 0.12308091565468765)
('presidencia n', 0.12308091565468765)
('melatonina n', 0.12297184267167323)
('reserva n', 0.1226876616203123)
('fundamental a', 0.1224553549845254)
('quedar v', 0.12241623907678136)
('incluir v', 0.12240937962905303)
('experiencia n', 0.12223331426697501)
('midcon v', 0.12223331426697501)
('persona n', 0.12220808891670253)
('cambio n', 0.12207419077022408)
('subir v', 0.12189130152520145)
('aportación n', 0.12186168390806514)
('boston n', 0.12186168390806514)
('consulado n', 0.12186168390806514)
('destinados a', 0.12186168390806514)
('león v', 0.12186168390806514)
('sentimos n', 0.12186168390806514)
('vigencia n', 0.12186168390806514)
('tema n', 0.12174889424649256)
('nueva n', 0.12153807349222408)
('bastar v', 0.12152551310511157)
('pronunciar v', 0.12152551310511157)
('tradicional a', 0.12152551310511157)
('década n', 0.12142929336468518)
('carga n', 0.1212546242099505)
('desplomar v', 0.12108709578306662)
('modelo n', 0.12108709578306662)
('permanente a', 0.12108709578306662)
('religión n', 0.12108709578306662)
('oportunidad n', 0.12107946656743462)
('absurdo a', 0.12100480756711816)
('acercar v', 0.12100480756711816)
('entrega n', 0.12100480756711816)
('régimen n', 0.12090589123811325)
('evolucionar v', 0.12049439963601052)
('bajo s', 0.12048210617072974)
('continuar v', 0.12043635202261793)
('salir v', 0.12040849860676216)
('devaluación n', 0.1202487714577019)
('todavía r', 0.12000109092396717)
('disponibilidad n', 0.11965969310295635)
('individuo n', 0.11965969310295635)
('séptimo a', 0.11965969310295635)
('mil d', 0.11962516804167206)
('positivo a', 0.11956934979592597)
('preguntar v', 0.11956934979592597)
('anterior a', 0.11948495480737487)
('emitir v', 0.11947545944002905)
('figurar v', 0.11911142129273768)
('inyección n', 0.11911142129273768)
('comentar v', 0.11907887866985646)
('importación n', 0.11907019913497341)
('interno a', 0.11884400743199106)
('informe n', 0.11873144966012271)
('oferta n', 0.11873144966012271)
('plan n', 0.11845705259892222)
('reafirmando n', 0.11845705259892222)
('creciente a', 0.11843238175566832)
('privatizaciones n', 0.1180648378592252)
('orden n', 0.11806415913649007)
('expresar v', 0.1180625347617412)
('prensa n', 0.11784486735039346)
('después r', 0.11780010937823172)
('cierto a', 0.1177295714957882)
('atractivo n', 0.11759049339467238)
('conjunto a', 0.11759049339467238)
('oposición n', 0.11759049339467238)
('reestructurar v', 0.11759049339467238)
('conciencia n', 0.11750348598846058)
('factoraje v', 0.11750348598846058)
('federación n', 0.11750348598846058)
('fusión n', 0.11750348598846058)
('pendiente a', 0.11750348598846058)
('radical a', 0.11750348598846058)
('ser n', 0.11750348598846058)
('mientras c', 0.11743034994777185)
('verdad n', 0.11737523037157267)
('estadunidense v', 0.11735304852683684)
('frente r', 0.11728995957908152)
('defensor v', 0.11724207635210984)
('reconocer v', 0.11724207635210984)
('insistir v', 0.11724207635210983)
('competir v', 0.11724207635210981)
('obstante v', 0.11664844177134863)
('trabajo n', 0.11663644226079117)
('ayer r', 0.1165909848172601)
('realizar v', 0.11644287087836395)
('alguna d', 0.11621511867239838)
('espectacular a', 0.11612164855362626)
('cualquiera p', 0.11584747356752041)
('mecanismo n', 0.11584747356752041)
('pues c', 0.11584747356752041)
('secundario a', 0.11584747356752041)
('agregar v', 0.11564687173118542)
('cabal v', 0.11545201586955174)
('cantidad n', 0.11539562904525086)
('necesitar v', 0.11529762849335191)
('fenómeno n', 0.11512943346800045)
('funcionario n', 0.11507256538181017)
('opción n', 0.11488690226654374)
('hidalgo n', 0.11482606157450444)
('total a', 0.11444038516361071)
('próximo a', 0.11431519965467665)
('ejecutivo n', 0.1142734406762405)
('sed n', 0.11411505745296374)
('inicio n', 0.11399512567263713)
('real a', 0.11399499695178117)
('devolver v', 0.11399116743983076)
('favorable a', 0.11399116743983076)
('gasoducto n', 0.11399116743983076)
('genera n', 0.11399116743983076)
('derivado a', 0.11387557123421521)
('asignar v', 0.11378284406259544)
('palabra n', 0.11368535905078186)
('reforma n', 0.11367670844780854)
('señores v', 0.11351915229662496)
('respecto n', 0.11332658362142205)
('alto a', 0.11323641424290763)
('tránsito n', 0.11314546961509081)
('eficiencia n', 0.11297729167390909)
('personal n', 0.11283793391558299)
('subrayar v', 0.11280334654892217)
('cuerpo n', 0.11264254340723047)
('acuífero n', 0.1125107626678849)
('ratificar v', 0.11248242599380047)
('hecho n', 0.11244019493318158)
('operativo n', 0.11236160702660973)
('quisiéramos n', 0.11236160702660973)
('transformar v', 0.11236160702660973)
('través v', 0.11236160702660973)
('mostrar v', 0.11227021483225239)
('eficaz a', 0.11210486709904723)
('señal n', 0.11210486709904723)
('parecer v', 0.1118565208671821)
('camino n', 0.11184414037362825)
('ascender v', 0.11174530641576767)
('implicar v', 0.11174530641576767)
('bancomer v', 0.11167318939862986)
('abrir v', 0.11159974434668746)
('control n', 0.1115358529853996)
('región n', 0.1114099007012054)
('tan r', 0.11137997253450434)
('metropolitana n', 0.11122559966400972)
('precio n', 0.11118351543787965)
('necesidad n', 0.11115984405692403)
('certificar v', 0.11078334900733194)
('describir v', 0.11078334900733194)
('formación n', 0.11078334900733194)
('gestión n', 0.11078334900733194)
('impulsa n', 0.11078334900733194)
('inmigración v', 0.11078334900733194)
('latin v', 0.11078334900733194)
('litigio n', 0.11078334900733194)
('medio a', 0.11078334900733194)
('oficina n', 0.11078334900733194)
('primero r', 0.11078334900733194)
('quizás r', 0.11078334900733194)
('secreto n', 0.11078334900733194)
('significar v', 0.11078334900733194)
('riesgo n', 0.11070786714164645)
('capitalizar v', 0.11053688963862376)
('propietario a', 0.11053688963862376)
('quisiéranos n', 0.11053688963862376)
('releva n', 0.11053688963862376)
('replanteamiento n', 0.11053688963862376)
('tradicionalmente v', 0.11053688963862376)
('energía n', 0.11008691765471984)
('punta n', 0.11005138199985093)
('conocer v', 0.10998461220906841)
('exageramos n', 0.10991444658010295)
('trato n', 0.10991444658010295)
('término n', 0.10986081669324103)
('emisora n', 0.10974521715474705)
('abocar v', 0.10966992025589654)
('absorbería n', 0.10966992025589654)
('acotar v', 0.10966992025589654)
('afectado a', 0.10966992025589654)
('alcance n', 0.10966992025589654)
('antigedad n', 0.10966992025589654)
('arbitrariedad v', 0.10966992025589654)
('at v', 0.10966992025589654)
('azul v', 0.10966992025589654)
('bien v', 0.10966992025589654)
('bollo n', 0.10966992025589654)
('boulder v', 0.10966992025589654)
('cliente v', 0.10966992025589654)
('colonial a', 0.10966992025589654)
('colorado n', 0.10966992025589654)
('communications v', 0.10966992025589654)
('complementar v', 0.10966992025589654)
('consolidación n', 0.10966992025589654)
('consumidor n', 0.10966992025589654)
('coordinado a', 0.10966992025589654)
('cotizadas n', 0.10966992025589654)
('crucial a', 0.10966992025589654)
('custodia n', 0.10966992025589654)
('denver n', 0.10966992025589654)
('dependiente a', 0.10966992025589654)
